ID;NAME;VARIABLE;SRC;VALUE;CURRENCY;REFYEAR
18519151;BRIDGESTONE CORPORATION;WEBSITE;https://www.bridgestone.com/;https://www.bridgestone.com/;N/A;2024
18519151;BRIDGESTONE CORPORATION;ACTIVITY;https://www.bridgestone.com/ir/library/result/pdf/e_r6_4_4_results.pdf;C29;N/A;2024
18520469;FERRERO;COUNTRY;https://en.wikipedia.org/wiki/Ferrero_(company);IT;N/A;2024
18520469;FERRERO;EMPLOYEES;https://www.ferrero.com/int/en/about-us/key-figures;47000;N/A;2024
18520469;FERRERO;TURNOVER;https://www.ferrero.com/int/en/news-stories/news/ferrero-group-reports-consolidated-financial-statements-for-the-2023-2024-financial-year;18400000000;EUR;2024
18520469;FERRERO;ASSETS;;;;
18520469;FERRERO;WEBSITE;https://www.ferrero.com/int/en/;https://www.ferrero.com/int/en/;N/A;2024
18520469;FERRERO;ACTIVITY;https://www.ferrero.com/int/en/;C10;N/A;2024
18521399;SUMITOMO CORPORATION;COUNTRY;https://www.sumitomocorp.com/en/jp/about/company/profile;JP;N/A;2024
18521399;SUMITOMO CORPORATION;EMPLOYEES;https://www.sumitomocorp.com/en/us/about/company/profile;83327;N/A;2025
18521399;SUMITOMO CORPORATION;TURNOVER;https://www.sumitomocorp.com/-/media/Files/hq/ir/report/summary/2024/2409Tanshin.pdf?sc_lang=en;530000000000;JPY;2024
18521399;SUMITOMO CORPORATION;ASSETS;https://www.sumitomocorp.com/en/jp/ir/financial/highlight/yr;11631200000;JPY;2024
18521399;SUMITOMO CORPORATION;WEBSITE;https://www.sumitomocorp.com/;https://www.sumitomocorp.com/;N/A;2024
18521399;SUMITOMO CORPORATION;ACTIVITY;https://www.sumitomocorp.com/-/media/Files/hq/ir/report/summary/2024/2503Tanshin.pdf?sc_lang=en;B08;N/A;2024
18527213;COMPAGNIE DE SAINT GOBAIN;COUNTRY;https://en.wikipedia.org/wiki/Saint-Gobain;FR;N/A;2024
18527213;COMPAGNIE DE SAINT GOBAIN;EMPLOYEES;https://www.saint-gobain.com/en/finance/saint-gobain-figures;161000;N/A;2024
18527213;COMPAGNIE DE SAINT GOBAIN;TURNOVER;https://www.saint-gobain.com/sites/saint-gobain.com/files/media/document/FY_2024_ENG-a.pdf;46600000000;EUR;2024
18527213;COMPAGNIE DE SAINT GOBAIN;ASSETS;https://companiesmarketcap.com/compagnie-de-saint-gobain/total-assets/;64220000000;USD;2024
18527213;COMPAGNIE DE SAINT GOBAIN;WEBSITE;https://www.saint-gobain.com/en;https://www.saint-gobain.com/en;N/A;2024
18527213;COMPAGNIE DE SAINT GOBAIN;ACTIVITY;https://www.saint-gobain.com/sites/saint-gobain.com/files/media/document/comptes_conso_31-12-2024_eng.pdf;C23;N/A;2024
18535882;ABBOTT LABORATORIES;COUNTRY;https://en.wikipedia.org/wiki/Abbott_Laboratories;US;N/A;2024
18535882;ABBOTT LABORATORIES;EMPLOYEES;https://www.macrotrends.net/stocks/charts/ABT/abbott-laboratories/number-of-employees;114000;N/A;2024
18535882;ABBOTT LABORATORIES;TURNOVER;https://abbott.mediaroom.com/2025-01-22-Abbott-Reports-Fourth-Quarter-and-Full-Year-2024-Results-Issues-2025-Financial-Outlook;42950000000;USD;2024
18535882;ABBOTT LABORATORIES;ASSETS;https://www.statista.com/statistics/975584/abbotts-total-assets/;81414000000;USD;2024
18535882;ABBOTT LABORATORIES;WEBSITE;https://www.abbott.com/;https://www.abbott.com/;N/A;2024
18535882;ABBOTT LABORATORIES;ACTIVITY;https://www.abbott.com/content/dam/corp/abbott/en-us/documents/pdfs/transparency/2024-Form-SD-and-CMR-FINAL.pdf;Q86;N/A;2024
18539093;BP P.L.C.;COUNTRY;https://en.wikipedia.org/wiki/BP;GB;N/A;2024
18539093;BP P.L.C.;EMPLOYEES;https://www.statista.com/statistics/302510/bp-group-employee-number/;100500;N/A;2024
18539093;BP P.L.C.;TURNOVER;https://www.statista.com/statistics/264185/bp-group-revenue/;189000000000;USD;2024
18539093;BP P.L.C.;ASSETS;https://www.statista.com/statistics/302497/bp-group-total-assets/;282228000000;USD;2024
18539093;BP P.L.C.;WEBSITE;https://www.bp.com/;https://www.bp.com/;N/A;2024
18539093;BP P.L.C.;ACTIVITY;https://www.bp.com/content/dam/bp/business-sites/en/global/corporate/pdfs/investors/bp-annual-report-and-form-20f-2024.pdf;D06;N/A;2024
18541762;ENGIE;COUNTRY;https://en.wikipedia.org/wiki/Engie;FR;N/A;2024
18541762;ENGIE;EMPLOYEES;https://www.engie.com/sites/default/files/assets/documents/2025-02/PR%20ENGIE%20FY%202024%20results_VDEF%20.pdf;98000;N/A;2024
18541762;ENGIE;TURNOVER;https://www.engie.com/sites/default/files/assets/documents/2025-02/PR%20ENGIE%20FY%202024%20results_VDEF%20.pdf;73812000000;EUR;2024
18541762;ENGIE;ASSETS;https://www.engie.com/sites/default/files/assets/documents/2025-02/2024%20Management%20report%20and%20Annual%20consolidated%20financial%20statements.pdf;189544000000;EUR;2024
18541762;ENGIE;WEBSITE;https://www.engie.it/;https://www.engie.it/;N/A;2024
18541762;ENGIE;ACTIVITY;https://www.engie.com/sites/default/files/assets/documents/2025-02/2024%20Management%20report%20and%20Annual%20consolidated%20financial%20statements.pdf;D35;N/A;2024
18543139;DENTSU GROUP INC.;COUNTRY;https://www.group.dentsu.com/en/about-us/;JP;N/A;2024
18543139;DENTSU GROUP INC.;EMPLOYEES;https://www.group.dentsu.com/en/about-us/;68000;N/A;2024
18543139;DENTSU GROUP INC.;TURNOVER;https://www.group.dentsu.com/en/news/release/pdf-cms/2025006-0214en.pdf;119410000000;JPY;2024
18543139;DENTSU GROUP INC.;ASSETS;https://www.statista.com/statistics/1009732/dentsu-total-assets/;3510000000000;JPY;2024
18543139;DENTSU GROUP INC.;WEBSITE;https://www.group.dentsu.com/en/;https://www.group.dentsu.com/en/;N/A;2024
18543139;DENTSU GROUP INC.;ACTIVITY;https://www.group.dentsu.com/en/ir/common/pdf/2024_finance.pdf;J63;N/A;2024
18552002;THYSSENKRUPP;COUNTRY;https://en.wikipedia.org/wiki/ThyssenKrupp;DE;N/A;2024
18552002;THYSSENKRUPP;EMPLOYEES;https://www.thyssenkrupp.com/en/company;98000;N/A;2024
18552002;THYSSENKRUPP;TURNOVER;https://www.thyssenkrupp.com/en/newsroom/press-releases/pressdetailpage/thyssenkrupp-had-a-good-start-to-fiscal-year-20242025-and-expects-a-positive-free-cash-flow-before-manda-for-the-full-year-294216;7800000000;EUR;2024
18552002;THYSSENKRUPP;ASSETS;https://companiesmarketcap.com/thyssenkrupp/total-assets/;32760000000;USD;2024
18552002;THYSSENKRUPP;WEBSITE;https://www.thyssenkrupp.com/en/home;https://www.thyssenkrupp.com/en/home;N/A;2024
18552002;THYSSENKRUPP;ACTIVITY;https://d2zo35mdb530wx.cloudfront.net/_binary/thyssenkruppAGReport/354e8b26-9f91-40f1-80cf-91207a65c9d0/Annual-report_2023-2024.pdf;C24;N/A;2024
18573648;VOESTALPINE GROUP;COUNTRY;https://en.wikipedia.org/wiki/Voestalpine;AT;N/A;2024
18573648;VOESTALPINE GROUP;EMPLOYEES;https://reports.voestalpine.com/2425/ar/management-report/key-figures/human-resources.html;51589;N/A;2024
18573648;VOESTALPINE GROUP;TURNOVER;https://www.voestalpine.com/group/en/media/press-releases/2025-06-04-voestalpine-generates-solid-result-in-the-2024-25-business-year-despite-difficult-environment/;15700000000;EUR;2024
18573648;VOESTALPINE GROUP;ASSETS;https://www.voestalpine.com/group/static/sites/group/.downloads/en/publications-2024-25/2024-25-annual-report.pdf;15734300000;EUR;2024
18573648;VOESTALPINE GROUP;WEBSITE;https://www.voestalpine.com/group/en/;https://www.voestalpine.com/group/en/;N/A;2024
18573648;VOESTALPINE GROUP;ACTIVITY;https://www.voestalpine.com/group/static/sites/group/.downloads/en/publications-2024-25/2024-25-annual-report.pdf;C24;N/A;2024
18573835;ORANGE;COUNTRY;https://en.wikipedia.org/wiki/Orange_Group;FR;N/A;2024
18573835;ORANGE;EMPLOYEES;https://www.orange.com/en/group/overview/orange-group;127000;N/A;2024
18573835;ORANGE;TURNOVER;https://newsroom.orange.com/strong-2024-results-2025-organic-cash-flow-target-raised/;40260000000;EUR;2024
18573835;ORANGE;ASSETS;https://companiesmarketcap.com/eur/orange/total-assets/;96900000000;EUR;2024
18573835;ORANGE;WEBSITE;https://www.orange.com/en;https://www.orange.com/en;N/A;2024
18573835;ORANGE;ACTIVITY;https://www.orange-ir.pl/wp-content/uploads/2025/02/consolidated-financial-report-2024.pdf;J61;N/A;2024
18581640;ORACLE CORP;COUNTRY;https://en.wikipedia.org/wiki/Oracle_Corporation;US;N/A;2024
18581640;ORACLE CORP;EMPLOYEES;https://macrotrends.net/stocks/charts/ORCL/oracle/number-of-employees;159000;N/A;2024
18581640;ORACLE CORP;TURNOVER;https://www.macrotrends.net/stocks/charts/ORCL/oracle/revenue;52961000000;USD;2024
18581640;ORACLE CORP;ASSETS;https://www.statista.com/statistics/1529246/oracle-total-assets/;141000000000;USD;2024
18581640;ORACLE CORP;WEBSITE;https://www.oracle.com/it/;https://www.oracle.com/it/;N/A;2024
18581640;ORACLE CORP;ACTIVITY;https://www.oracle.com/a/ocom/docs/industries/financial-services/oracle-financial-services-ar-2023-24.pdf;K64;N/A;2024
18587386;ACCOR;COUNTRY;https://en.wikipedia.org/wiki/Accor;FR;N/A;2024
18587386;ACCOR;EMPLOYEES;https://group.accor.com/-/media/Corporate/Investors/Documents-de-reference/ACCOR_RI_2024_MEL_EN.pdf?rev=decbc28dee4742e9a1a3d312baba0d5a;360000;N/A;2024
18587386;ACCOR;TURNOVER;https://group.accor.com/en/Actualites/2025/02/2024-full-year-results;5606000000;EUR;2024
18587386;ACCOR;ASSETS;https://group.accor.com/en/finance/results-and-publications/key-indicators;12057;EUR;2024
18587386;ACCOR;WEBSITE;https://group.accor.com/en;https://group.accor.com/en;N/A;2024
18587386;ACCOR;ACTIVITY;https://group.accor.com/-/media/Corporate/Investors/Documents-financiers/2025/02-20-FY/Accor-2024-Notes-to-Financial-Statements-vdef.pdf?rev=c4eb76b39d2b4f95b225158171e4777b;I55;N/A;2024
18591402;PROCTER & GAMBLE CO;COUNTRY;https://en.wikipedia.org/wiki/Procter_%26_Gamble;US;N/A;2024
18591402;PROCTER & GAMBLE CO;EMPLOYEES;https://www.statista.com/statistics/244037/total-number-of-employees-of-procter-und-gamble-worldwide/;108000;N/A;2024
18591402;PROCTER & GAMBLE CO;TURNOVER;https://us.pg.com/annualreport2024/introduction-and-fy-results/;84000000000;USD;2024
18591402;PROCTER & GAMBLE CO;ASSETS;https://www.statista.com/statistics/1519646/the-procter-gamble-total-assets/;122370000000;USD;2024
18591402;PROCTER & GAMBLE CO;WEBSITE;https://it.pg.com/;https://it.pg.com/;N/A;2024
18591402;PROCTER & GAMBLE CO;ACTIVITY;https://s204.q4cdn.com/332108499/files/doc_financials/2024/ar/2024_annual_report.pdf;C10;N/A;2024
18599238;FCC;COUNTRY;https://en.wikipedia.org/wiki/FCC_Group;ES;N/A;2024
18599238;FCC;EMPLOYEES;https://www.fcc.es/en/principales-magnitudes-;67000;N/A;2024
18599238;FCC;TURNOVER;https://www.fcc.es/en/-/fcc-group-increases-its-ebitda-by-11.7-in-2024-to-1-435.3-million-euros;9071400000;EUR;2024
18599238;FCC;ASSETS;https://www.fcc.es/en/balance-situacion;14236;EUR;2024
18599238;FCC;WEBSITE;https://www.fcc.gov/;https://www.fcc.gov/;N/A;2024
18599238;FCC;ACTIVITY;https://reddecomunicacion.fcc.es/documents/13935105/56990976/2024_Audit_CCAA_Individuales_FCC_i.pdf/4c2e4730-bc58-4e8a-a00f-58cdbe4f8bef?t=1745919024717;F43;N/A;2024
18606822;SOCIETE NATIONALE SNCF;COUNTRY;https://en.wikipedia.org/wiki/SNCF;FR;N/A;2024
18606822;SOCIETE NATIONALE SNCF;EMPLOYEES;https://en.wikipedia.org/wiki/SNCF;275000;N/A;2024
18606822;SOCIETE NATIONALE SNCF;TURNOVER;https://www.groupe-sncf.com/en/group/finance/news-publications;43400000000;EUR;2024
18606822;SOCIETE NATIONALE SNCF;ASSETS;https://www.fitchratings.com/research/international-public-finance/fitch-affirms-societe-nationale-sncf-sa-at-aa-outlook-negative-17-04-2025;13900000000;EUR;2024
18606822;SOCIETE NATIONALE SNCF;WEBSITE;https://www.groupe-sncf.com/;https://www.groupe-sncf.com/;N/A;2024
18606822;SOCIETE NATIONALE SNCF;ACTIVITY;https://www.eurofima.org/sites/default/assets/File/investor-relations/financial-information/EUROFIMA-AR2024-Web.pdf;H49;N/A;2024
18611599;ATLAS COPCO AKTIEBOLAG;COUNTRY;https://en.wikipedia.org/wiki/Atlas_Copco;SE;N/A;2024
18611599;ATLAS COPCO AKTIEBOLAG;EMPLOYEES;https://www.atlascopcogroup.com/content/dam/atlas-copco/group/documents/investors/financial-publications/english/20250128-en-q4-2024-lg.pdf.coredownload.inline.pdf;55146;N/A;2024
18611599;ATLAS COPCO AKTIEBOLAG;TURNOVER;https://www.atlascopcogroup.com/content/dam/atlas-copco/group/documents/investors/financial-publications/english/20250320-annual-report-2024-incl-sustainability-report-and-corporate-governance-report-copy-of-the-official-ESEF-format.pdf;176771000;SEK;2024
18611599;ATLAS COPCO AKTIEBOLAG;ASSETS;https://www.atlascopcogroup.com/content/dam/atlas-copco/group/documents/investors/financial-publications/english/20250320-annual-report-2024-incl-sustainability-report-and-corporate-governance-report-copy-of-the-official-ESEF-format.pdf;208538000;SEK;2024
18611599;ATLAS COPCO AKTIEBOLAG;WEBSITE;https://www.atlascopco.com/;https://www.atlascopco.com/;N/A;2024
18611599;ATLAS COPCO AKTIEBOLAG;ACTIVITY;https://www.atlascopcogroup.com/content/dam/atlas-copco/group/documents/investors/financial-publications/english/20250320-annual-report-2024-incl-sustainability-report-and-corporate-governance-report-copy-of-the-official-ESEF-format.pdf;C28;N/A;2024
18618947;AKTIEBOLAGET SKF;COUNTRY;https://en.wikipedia.org/wiki/SKF;SE;N/A;2024
18618947;AKTIEBOLAGET SKF;EMPLOYEES;https://www.macrotrends.net/stocks/charts/SKFRY/ab-skf/number-of-employees;0;N/A;2024
18618947;AKTIEBOLAGET SKF;TURNOVER;https://investors.skf.com/en/press/skf-year-end-report-q4-2024-strong-execution-supporting-margin-resilience-2296457;98722000000;SEK;2024
18618947;AKTIEBOLAGET SKF;ASSETS;https://www.bloomberg.com/quote/SKFB:SS;119413000000;SEK;2024
18618947;AKTIEBOLAGET SKF;WEBSITE;https://www.skf.com/group/organisation/about-skf;https://www.skf.com/group/organisation/about-skf;N/A;2024
18618947;AKTIEBOLAGET SKF;ACTIVITY;https://investors.skf.com/en/investor-activities;C28;N/A;2024
18622186;JOHN WOOD GROUP PLC;COUNTRY;https://en.wikipedia.org/wiki/John_Wood_Group;GB;N/A;2024
18622186;JOHN WOOD GROUP PLC;EMPLOYEES;https://pitchbook.com/profiles/company/35021-53;35000;N/A;2024
18622186;JOHN WOOD GROUP PLC;TURNOVER;https://www.woodplc.com/news/latest-press-releases/2025/business-update;5700000000;USD;2024
18622186;JOHN WOOD GROUP PLC;ASSETS;https://www.financecharts.com/stocks/WDGJY/balance-sheet/total-assets;6886000000;USD;2024
18622186;JOHN WOOD GROUP PLC;WEBSITE;https://www.woodplc.com/;https://www.woodplc.com/;N/A;2024
18622186;JOHN WOOD GROUP PLC;ACTIVITY;https://lexismarkettracker.lexisnexis.com/documents/0039/39018/180603/www_woodplc_com__data_assets_pdf_file_0030_236685_Wood_Annual_Report_2022_Wood%20Group%20%28John%29%20plc.pdf;H49;N/A;2024
18627417;FUJITSU LIMITED;COUNTRY;https://global.fujitsu/en-global/about/corporate/locations;JP;N/A;2024
18627417;FUJITSU LIMITED;EMPLOYEES;https://www.fujitsu.com/global/about/facts/;113000;N/A;2025
18627417;FUJITSU LIMITED;TURNOVER;https://pr.fujitsu.com/jp/ir/finance/2024/pdf/en/pm-note.pdf;224590000000;JPY;2024
18627417;FUJITSU LIMITED;ASSETS;https://pr.fujitsu.com/jp/ir/finance/2024/pdf/en/01.pdf;3514818;JPY;2024
18627417;FUJITSU LIMITED;WEBSITE;https://www.fujitsu.com/global/products/;https://www.fujitsu.com/global/products/;N/A;2024
18627417;FUJITSU LIMITED;ACTIVITY;https://pr.fujitsu.com/jp/ir/finance/2024/pdf/en/01.pdf;J62;N/A;2024
18629376;CRH PLC;COUNTRY;https://en.wikipedia.org/wiki/CRH_plc;IE;N/A;2024
18629376;CRH PLC;EMPLOYEES;https://macrotrends.net/stocks/charts/CRH/crh/number-of-employees;79800;N/A;2024
18629376;CRH PLC;TURNOVER;https://www.crh.com/media/press-releases/2025/crh-2024-full-year-results;35600000000;USD;2024
18629376;CRH PLC;ASSETS;https://www.crh.com/media/5583/crh-2024-full-year-results-announcement-1.pdf;50613000000;USD;2024
18629376;CRH PLC;WEBSITE;https://www.crh.com/;https://www.crh.com/;N/A;2024
18629376;CRH PLC;ACTIVITY;https://www.crh.com/media/5596/ifrs-annual-report-2024.pdf;F43;N/A;2024
18632343;DEUTSCHE BAHN;COUNTRY;https://en.wikipedia.org/wiki/Deutsche_Bahn;DE;N/A;2024
18632343;DEUTSCHE BAHN;EMPLOYEES;https://ibir.deutschebahn.com/2024/en/combined-management-report/deutsche-bahn-ag-hgb/number-and-structure-of-employees-db-ag/;10056;N/A;2024
18632343;DEUTSCHE BAHN;TURNOVER;https://ibir.deutschebahn.com/2024/en/combined-management-report/business-development/income-situation/revenues/;26227;EUR;2024
18632343;DEUTSCHE BAHN;ASSETS;https://ibir.deutschebahn.com/2024/en/combined-management-report/deutsche-bahn-ag-hgb/income-financial-and-asset-situation-hgb/asset-situation/;60104000000;EUR;2024
18632343;DEUTSCHE BAHN;WEBSITE;https://int.bahn.de/en;https://int.bahn.de/en;N/A;2024
18632343;DEUTSCHE BAHN;ACTIVITY;https://ibir.deutschebahn.com/2024/fileadmin/downloads/DB_DuF_e_2024.pdf;H49;N/A;2024
18636888;CARGILL;COUNTRY;https://en.wikipedia.org/wiki/Cargill;US;N/A;2024
18636888;CARGILL;EMPLOYEES;https://en.wikipedia.org/wiki/Cargill;160000;N/A;2024
18636888;CARGILL;TURNOVER;https://www.cargill.com/doc/1432263180474/2024-annual-report.pdf;160000000000;USD;2024
18636888;CARGILL;ASSETS;https://finbox.com/COSE:CARG.N0000/explorer/total_assets;135900000000;LKR;2025
18636888;CARGILL;WEBSITE;https://www.cargill.com/;https://www.cargill.com/;N/A;2024
18636888;CARGILL;ACTIVITY;https://s204.q4cdn.com/581939372/files/doc_financials/2024/ar/2024-10-K-and-Shareholder-Letter.pdf;C26;N/A;2024
18644473;WARNER BROS. DISCOVERY INC.;COUNTRY;https://en.wikipedia.org/wiki/Warner_Bros._Discovery;US;N/A;2024
18644473;WARNER BROS. DISCOVERY INC.;EMPLOYEES;https://en.wikipedia.org/wiki/Warner_Bros._Discovery;35000;N/A;2024
18644473;WARNER BROS. DISCOVERY INC.;TURNOVER;https://www.wbd.com/news/warner-bros-discovery-reports-fourth-quarter-and-full-year-2024-results;39300000000;USD;2024
18644473;WARNER BROS. DISCOVERY INC.;ASSETS;https://www.statista.com/statistics/1532593/warner-bros-discovery-inc-total-assets/;104560000000;USD;2024
18644473;WARNER BROS. DISCOVERY INC.;WEBSITE;https://www.wbd.com/;https://www.wbd.com/;N/A;2024
18644473;WARNER BROS. DISCOVERY INC.;ACTIVITY;https://s201.q4cdn.com/336605034/files/doc_events/2025/Jun/02/Warner-Bros-Discovery-2024-Annual-Report.pdf;J60;N/A;2024
18646411;GENERAL ELECTRIC COMPANY;COUNTRY;https://en.wikipedia.org/wiki/General_Electric;US;N/A;2024
18646411;GENERAL ELECTRIC COMPANY;EMPLOYEES;https://stockanalysis.com/stocks/ge/employees/;53000;N/A;2024
18646411;GENERAL ELECTRIC COMPANY;TURNOVER;https://companiesmarketcap.com/general-electric/revenue/;38700000000;USD;2024
18646411;GENERAL ELECTRIC COMPANY;ASSETS;https://www.statista.com/statistics/261520/general-electric-total-assets/;123140000000;USD;2024
18646411;GENERAL ELECTRIC COMPANY;WEBSITE;https://www.ge.com/;https://www.ge.com/;N/A;2024
18646411;GENERAL ELECTRIC COMPANY;ACTIVITY;https://www.gevernova.com/sites/default/files/gevernova_2024_annual_report.pdf;D35;N/A;2024
18648074;SAFRAN;COUNTRY;https://www.safran-group.com/locations/france/safran-headquarter-2077137;FR;N/A;2024
18648074;SAFRAN;EMPLOYEES;https://www.safran-group.com/group/profile;100000;N/A;2024
18648074;SAFRAN;TURNOVER;https://www.safran-group.com/pressroom/safran-reports-its-full-year-2024-results-2025-02-14;27716000000;EUR;2024
18648074;SAFRAN;ASSETS;https://www.safran-group.com/pressroom/safran-reports-its-full-year-2024-results-2025-02-14;55012000000;EUR;2024
18648074;SAFRAN;WEBSITE;https://www.safran-group.com/;https://www.safran-group.com/;N/A;2024
18648074;SAFRAN;ACTIVITY;https://www.safran-group.com/pressroom/safran-reports-its-full-year-2024-results-2025-02-14;C30;N/A;2024
18658675;BASF;COUNTRY;https://en.wikipedia.org/wiki/BASF;DE;N/A;2024
18658675;BASF;EMPLOYEES;https://www.basf.com/global/en/investors/basf-at-a-glance;111822;N/A;2024
18658675;BASF;TURNOVER;https://www.basf.com/global/en/investors/basf-at-a-glance/key-financial-data/consolidated-statements;65260;EUR;2024
18658675;BASF;ASSETS;https://report.basf.com/2024/en/combined-managements-report/fundamentals-of-the-group/basf-groups-business-year/net-assets.html;80415000000;EUR;2024
18658675;BASF;WEBSITE;https://www.basf.com/global/en;https://www.basf.com/global/en;N/A;2024
18658675;BASF;ACTIVITY;https://www.basf.com/dam/jcr:a0caf160-c019-40b1-a4ea-eaedb29b0685/basf/www/global/documents/en/investor-relations/calendar-and-publications/reports/2025/BASF_Report_2024.pdf;C20;N/A;2024
18665236;APTIV PLC;COUNTRY;https://en.wikipedia.org/wiki/Aptiv;CH;N/A;2024
18665236;APTIV PLC;EMPLOYEES;https://macrotrends.net/stocks/charts/APTV/aptiv/number-of-employees;141000;N/A;2024
